Topic,Topic2,Category2,Date,Sentiment,Sentiment_YoY_Growth,Frequency,Frequency_YoY_Growth,Trending_Score,Perspective,Perspective2,Category1,Country,Novelty_Score
Gin,#bbcqt,tonic,last year,0.0,0.0,0,-0.99502486,0.0,Ingredient,Hashtag,Beverage,Canada,8.834928
Gin,@GinFoundry,tonic,last year,0.0,-0.98876655,0,-0.99667776,0.0,Ingredient,Hashtag,Beverage,Canada,
Gin,Fresh,tonic,last year,0.0,-0.98876655,0,-0.99667776,0.0,Ingredient,Ingredient,Beverage,Canada,
Ginger,Spiced,tonic,last year,0.8832,88.32,3,300.0,0.0,Ingredient,Motivation,Beverage,Canada,8.589969
Rosemary,#rosemary,tonic,last year,0.0,-1.0423371,0,-0.99502486,0.0,Ingredient,Hashtag,Beverage,Canada,8.834928
Rum,Spiced,tonic,last 6 month,0.8832,88.32,3,300.0,0.0,Ingredient,Motivation,Beverage,Canada,8.589969
Tonic,#developerlife,tonic,last 6 month,0.6369,63.690002,2,200.0,0.0,Ingredient,Hashtag,Beverage,Canada,8.834928
Tonic,#portlandbars,tonic,last 6 month,0.0,-1.0423371,0,-0.99502486,0.0,Ingredient,Hashtag,Beverage,Canada,8.834928
Tonic,@bbcthree,tonic,last 3 month,-0.2942,-29.42,3,300.0,0.0,Ingredient,Hashtag,Beverage,Canada,8.589969
Tonic,@michellevisage,tonic,last year,-0.2942,-29.42,3,300.0,0.0,Ingredient,Hashtag,Beverage,Canada,8.589969
Tonic,Spiced,tonic,last year,0.8832,88.32,3,300.0,0.0,Ingredient,Motivation,Beverage,Canada,8.589969
#artificial,Biotech,ginger ale,last year,0.0,0.0,0,-0.99502486,0.0,Hashtag,Brand,Beverage,Canada,8.834928
#familyfun,#wine,ginger ale,last year,0.0,-0.9838788,0,-0.99502486,0.0,Hashtag,Hashtag,Beverage,Canada,8.834928
#icecream,#arcade,ginger ale,last year,0.0,-0.9838788,0,-0.99502486,0.0,Hashtag,Hashtag,Beverage,Canada,8.834928
#rock,#metal,ginger ale,last year,0.5067,50.67,2,200.0,0.0,Hashtag,Hashtag,Beverage,Canada,8.834928
@ETEAKI_T,Coke,ginger ale,last year,0.636,63.6,3,300.0,0.0,Hashtag,Ingredient,Beverage,Canada,8.589969
Beer,#food,ginger ale,last year,0.0,-0.9838788,0,-0.99502486,0.0,Ingredient,Hashtag,Beverage,Canada,8.834928
Coke,@Jaguars,ginger ale,last 6 month,0.0,-0.90966576,0,-0.99502486,0.0,Ingredient,Hashtag,Beverage,Canada,8.834928
Cold,Coke,ginger ale,last year,0.0,-0.9879169,0,-0.99502486,0.0,Ingredient,Ingredient,Beverage,Canada,8.834928
Creamy,Cake,ginger ale,last year,0.0,-0.9786689,0,-0.99502486,0.0,Motivation,Ingredient,Beverage,Canada,8.834928
Ears,Sprite,ginger ale,last year,-0.6369,-63.690002,2,200.0,0.0,Ingredient,Ingredient,Beverage,Canada,8.834928
Ginger,Tortellini,ginger ale,last year,-0.5719,-57.190002,2,200.0,0.0,Ingredient,Ingredient,Beverage,Canada,8.834928
Ginger Ale,Crackers,ginger ale,last 6 month,0.0772,7.7200003,2,200.0,0.0,Ingredient,Ingredient,Beverage,Canada,7.6868787
Ginger Ale,Strong,ginger ale,last 6 month,0.5574,55.739998,2,200.0,0.0,Ingredient,Ingredient,Beverage,Canada,8.834928
Lime,Blood,ginger ale,last year,0.7184,71.84,2,200.0,0.0,Ingredient,Ingredient,Beverage,Canada,8.834928
Original,Coke Zero,ginger ale,last year,0.3182,31.82,2,200.0,0.0,Motivation,Ingredient,Beverage,Canada,8.834928
Tequila,Coke,ginger ale,last 6 month,0.636,63.6,3,300.0,0.0,Ingredient,Ingredient,Beverage,Canada,8.589969
Tuna,Crackers,ginger ale,last year,-0.4019,-40.19,3,300.0,0.0,Ingredient,Ingredient,Beverage,Canada,8.589969
Vanilla,#Drinks,ginger ale,last year,0.7184,71.84,2,200.0,0.0,Ingredient,Hashtag,Beverage,Canada,8.834928
Whiskey,#weworksummercamp,ginger ale,last year,0.0,0.0,0,-0.99502486,0.0,Ingredient,Hashtag,Beverage,Canada,8.834928
#Klarbrunn4Life,#hammock,soda,last year,0.4404,44.04,3,300.0,0.0,Hashtag,Hashtag,Beverage,Canada,7.6868787
#craft,#summer,soda,last year,0.0,-0.98968965,0,-0.99502486,0.0,Hashtag,Hashtag,Beverage,Canada,8.834928
#isolationnation,#NOTANAD,soda,last 6 month,0.296,29.6,4,400.0,0.0,Hashtag,Hashtag,Beverage,Canada,8.589969
#lemonade,#mojito,soda,last year,0.0,-0.98968965,0,-0.99502486,0.0,Hashtag,Hashtag,Beverage,Canada,8.834928
Coke,Soda,soda,last year,-0.34,-34.0,2,0.0,0.0,Ingredient,Ingredient,Beverage,Canada,8.834928
Cola,Caffeine,soda,last year,-0.34,-34.0,2,200.0,0.0,Ingredient,Motivation,Beverage,Canada,8.834928
Cream,Soda,soda,last 6 month,0.5707,57.07,2,200.0,0.0,Ingredient,Ingredient,Beverage,Canada,8.834928
Cream,Sparkling Water,soda,last year,0.88,88.0,2,200.0,0.0,Ingredient,Ingredient,Beverage,Canada,8.834928
Flat,Vodka,soda,last year,0.0,-0.98877287,0,-0.99502486,0.0,Motivation,Ingredient,Beverage,Canada,8.834928
Juice,Grape,soda,last 3 month,0.3612,36.12,3,300.0,0.0,Ingredient,Ingredient,Beverage,Canada,8.589969
Lime,#NOTANAD,soda,last 6 month,0.296,29.6,4,400.0,0.0,Ingredient,Hashtag,Beverage,Canada,8.589969
Mint,Lemonade,soda,last year,0.0,-0.98968965,0,-0.99502486,0.0,Ingredient,Ingredient,Beverage,Canada,8.834928
My Favorite,Soda Water,soda,last 6 month,0.0,-0.9881179,0,-0.99667776,0.0,Brand,Ingredient,Beverage,Canada,
Rolls,Soda,soda,last 6 month,0.0772,7.7200003,2,200.0,0.0,Ingredient,Ingredient,Beverage,Canada,8.834928
Sparkling Water,Croissants,soda,last year,0.88,88.0,2,200.0,0.0,Ingredient,Ingredient,Beverage,Canada,8.834928
Squid,Dried,soda,last 3 month,0.0,-1.030303,0,-0.99502486,0.0,Ingredient,Ingredient,Beverage,Canada,8.834928
Vodka,Soda,soda,last year,0.0,-0.98877287,0,-0.99502486,0.0,Ingredient,Ingredient,Beverage,Canada,8.834928
Water,Sparkling Water,soda,last 6 month,0.8687,86.87,2,200.0,0.0,Ingredient,Ingredient,Beverage,Canada,
#chairmansreserve,@craftandcochest,tonic,last 6 month,0.8832,88.32,3,300.0,0.0,Hashtag,Hashtag,Beverage,Canada,8.589969
#craftcocktails,#rosemary,tonic,last year,0.0,-1.0423371,0,-0.99502486,0.0,Hashtag,Hashtag,Beverage,Canada,8.834928
#ginandtonic,#portlandbars,tonic,last year,0.0,-1.0423371,0,-0.99502486,0.0,Hashtag,Hashtag,Beverage,Canada,8.834928
#howsyourheadhun,Tonic,tonic,last month,-0.2942,-29.42,3,300.0,0.0,Hashtag,Ingredient,Beverage,Canada,8.589969
@DoubleDutchMix,#chairmansreserve,tonic,last year,0.8832,88.32,3,300.0,0.0,Hashtag,Hashtag,Beverage,Canada,8.589969
@columbiasc,@drjoshsc,tonic,last 3 month,0.0,-0.9807914,0,-0.99502486,0.0,Hashtag,Hashtag,Beverage,Canada,8.834928
@columbiasc,Tonic,tonic,last 3 month,0.0,-0.9807914,0,-0.99502486,0.0,Hashtag,Ingredient,Beverage,Canada,8.834928
Cinnamon,Fresh,tonic,last year,0.0,-0.98876655,0,-0.99667776,0.0,Ingredient,Ingredient,Beverage,Canada,
Fever Tree,#fevertree,tonic,last 6 month,0.0,-1.0423371,0,-0.99502486,0.0,Brand,Hashtag,Beverage,Canada,8.834928
Fever Tree,#fevertree,tonic,last year,0.0,-1.0423371,0,-0.99502486,0.0,Brand,Hashtag,Beverage,Canada,8.834928
Fever Tree,Angostura Bitters,tonic,last 3 month,0.0,-1.0423371,0,-0.99502486,0.0,Brand,Ingredient,Beverage,Canada,8.834928
Gin,#RealColumbiaSC,tonic,last 6 month,0.0,-0.9807914,0,-0.99502486,0.0,Ingredient,Hashtag,Beverage,Canada,8.834928
Gin,#RealColumbiaSC,tonic,last year,0.0,-0.9807914,0,-0.99502486,0.0,Ingredient,Hashtag,Beverage,Canada,8.834928
Gin,#rosemary,tonic,last year,0.0,-1.0423371,0,-0.99502486,0.0,Ingredient,Hashtag,Beverage,Canada,8.834928
Gin,Angostura Bitters,tonic,last 6 month,0.0,-1.0423371,0,-0.99502486,0.0,Ingredient,Ingredient,Beverage,Canada,8.834928
Gin,Cinnamon,tonic,last year,0.0,-0.98876655,0,-0.99667776,0.0,Ingredient,Ingredient,Beverage,Canada,
Rosemary,#portlandbars,tonic,last 6 month,0.0,-1.0423371,0,-0.99502486,0.0,Ingredient,Hashtag,Beverage,Canada,8.834928
Tonic,Ice,tonic,last 6 month,0.0,0.0,2,200.0,0.0,Ingredient,Ingredient,Beverage,Canada,8.834928
Tonic,Large,tonic,last month,0.0,0.0,2,200.0,0.0,Ingredient,Ingredient,Beverage,Canada,8.834928
Tonic,Water,tonic,last year,0.3612,36.12,2,200.0,0.0,Ingredient,Ingredient,Beverage,Canada,8.834928
#CherryCoke,Coca Cola,ginger ale,last year,0.7184,71.84,2,200.0,0.0,Hashtag,Brand,Beverage,Canada,8.834928
#Pepsi,Biotech,ginger ale,last year,0.0,0.0,0,-0.99502486,0.0,Hashtag,Brand,Beverage,Canada,8.834928
#arcade,#food,ginger ale,last year,0.0,-0.9838788,0,-0.99502486,0.0,Hashtag,Hashtag,Beverage,Canada,8.834928
#beer,#minigolf,ginger ale,last year,0.0,-0.9838788,0,-0.99502486,0.0,Hashtag,Hashtag,Beverage,Canada,8.834928
#beer,#wine,ginger ale,last year,0.0,-0.9838788,0,-0.99502486,0.0,Hashtag,Hashtag,Beverage,Canada,8.834928
#imnotchubby,#lifeofriley,ginger ale,last year,0.0,-0.97732425,0,-0.99502486,0.0,Hashtag,Hashtag,Beverage,Canada,8.834928
#minigolf,Beer,ginger ale,last year,0.0,-0.9838788,0,-0.99502486,0.0,Hashtag,Ingredient,Beverage,Canada,8.834928
@OutwavesMA,#jazz,ginger ale,last year,0.5067,50.67,2,200.0,0.0,Hashtag,Hashtag,Beverage,Canada,8.834928
Black,Sugar,ginger ale,last year,0.0,-0.97682506,0,-0.99502486,0.0,Ingredient,Ingredient,Beverage,Canada,8.834928
Cherry,Dr Pepper,ginger ale,last year,-0.8442,-84.42,3,300.0,0.0,Ingredient,Ingredient,Beverage,Canada,7.6868787
Chipotle,Vodka,ginger ale,last year,0.0,0.0,0,-0.99502486,0.0,Ingredient,Ingredient,Beverage,Canada,8.834928
Coke,Beer,ginger ale,last year,0.0,-0.9838788,0,-0.99502486,0.0,Ingredient,Ingredient,Beverage,Canada,8.834928
Coke,Cheese,ginger ale,last year,0.0,-0.90966576,0,-0.99502486,0.0,Ingredient,Ingredient,Beverage,Canada,8.834928
Coke,Diet,ginger ale,last month,-0.1926,-19.26,2,200.0,0.0,Ingredient,Motivation,Beverage,Canada,8.834928
Coke,Water,ginger ale,last year,-0.1926,-1.4919181,2,0.0,0.0,Ingredient,Ingredient,Beverage,Canada,8.834928
Cold Water,Cranberry Juice,ginger ale,last month,0.0,-1.1488096,0,-0.99502486,0.0,Ingredient,Ingredient,Beverage,Canada,8.834928
Creamy,Salmon,ginger ale,last year,0.0,-0.9786689,0,-0.99502486,0.0,Motivation,Ingredient,Beverage,Canada,8.834928
Ginger Ale,Cranberry Juice,ginger ale,last 6 month,0.0,-1.1488096,0,-0.99502486,0.0,Ingredient,Ingredient,Beverage,Canada,8.834928
Ginger Ale,Whiskey,ginger ale,last year,0.0,0.0,0,-0.99502486,0.0,Ingredient,Ingredient,Beverage,Canada,8.834928
Ice,Lemon,ginger ale,last year,0.0,-0.9879169,0,-0.99502486,0.0,Ingredient,Ingredient,Beverage,Canada,8.834928
Soda,Know,ginger ale,last year,0.0,-0.97306037,0,-0.99502486,0.0,Ingredient,Brand,Beverage,Canada,8.834928
#SparklingWater,#FitLife,soda,last year,0.0,-0.97656983,0,-0.99502486,0.0,Hashtag,Hashtag,Beverage,Canada,8.834928
#community,#health,soda,last year,0.937,93.7,2,200.0,0.0,Hashtag,Hashtag,Beverage,Canada,8.834928
#hammock,#Relax,soda,last year,0.4404,44.04,3,300.0,0.0,Hashtag,Hashtag,Beverage,Canada,7.6868787
#isolationnation,Vodka,soda,last year,0.296,29.6,4,400.0,0.0,Hashtag,Ingredient,Beverage,Canada,8.589969
@RootdHealth,#giveaway,soda,last year,0.68,68.0,3,300.0,0.0,Hashtag,Hashtag,Beverage,Canada,8.589969
Cheese,Star Wars,soda,last year,0.0,-0.95289683,0,-0.99502486,0.0,Ingredient,Brand,Beverage,Canada,8.834928
Cold,#fizzyfriday,soda,last year,0.0,-0.97927034,0,-0.99502486,0.0,Ingredient,Hashtag,Beverage,Canada,8.834928
Lime,#NOTANAD,soda,last 3 month,0.296,29.6,4,400.0,0.0,Ingredient,Hashtag,Beverage,Canada,8.589969
Soda,Squid,soda,last 3 month,0.0,-1.030303,0,-0.99502486,0.0,Ingredient,Ingredient,Beverage,Canada,8.834928
Sparkling Water,Fried Eggs,soda,last year,0.88,88.0,2,200.0,0.0,Ingredient,Ingredient,Beverage,Canada,8.834928
Sprouts,Sparkling Water,soda,last year,0.8743,87.43,2,200.0,0.0,Ingredient,Ingredient,Beverage,Canada,8.834928
Strawberry,Sparkling Water,soda,last year,0.0,-0.98481625,0,-0.99667776,0.0,Ingredient,Ingredient,Beverage,Canada,7.6868787
Tuna,Provolone Cheese,soda,last year,0.8743,87.43,2,200.0,0.0,Ingredient,Ingredient,Beverage,Canada,8.834928
Veggies,Provolone Cheese,soda,last year,1.1695334,116.95334,3,300.0,0.0,Ingredient,Ingredient,Beverage,Canada,8.834928
#Angular,#developerlife,tonic,last year,0.6369,63.690002,2,200.0,0.0,Hashtag,Hashtag,Beverage,Canada,8.834928
#Angular,Tonic,tonic,last year,0.6369,63.690002,2,200.0,0.0,Hashtag,Ingredient,Beverage,Canada,8.834928
#BunsOut,#RugbyWorldCup2019,tonic,last year,0.5267,52.670002,2,200.0,0.0,Hashtag,Hashtag,Beverage,Canada,8.834928
#RapeSurvivors,@altamc,tonic,last year,0.5267,52.670002,2,200.0,0.0,Hashtag,Hashtag,Beverage,Canada,8.834928
#craftcocktails,#tiqaportland,tonic,last 3 month,0.0,-1.0423371,0,-0.99502486,0.0,Hashtag,Hashtag,Beverage,Canada,8.834928
#ginandtonic,Angostura Bitters,tonic,last 6 month,0.0,-1.0423371,0,-0.99502486,0.0,Hashtag,Ingredient,Beverage,Canada,8.834928
#tiqaportland,#fevertree,tonic,last year,0.0,-1.0423371,0,-0.99502486,0.0,Hashtag,Hashtag,Beverage,Canada,8.834928
#tiqaportland,Angostura Bitters,tonic,last 3 month,0.0,-1.0423371,0,-0.99502486,0.0,Hashtag,Ingredient,Beverage,Canada,8.834928
#tiqaportland,Rosemary,tonic,last year,0.0,-1.0423371,0,-0.99502486,0.0,Hashtag,Ingredient,Beverage,Canada,8.834928
@DoubleDutchMix,Rum,tonic,last 6 month,0.8832,88.32,3,300.0,0.0,Hashtag,Ingredient,Beverage,Canada,8.589969
@Radio702,@EpicFoundSA,tonic,last year,0.5267,52.670002,2,200.0,0.0,Hashtag,Hashtag,Beverage,Canada,8.834928
@bbcthree,@michellevisage,tonic,last 3 month,-0.2942,-29.42,3,300.0,0.0,Hashtag,Hashtag,Beverage,Canada,8.589969
Angostura Bitters,#portlandbars,tonic,last 6 month,0.0,-1.0423371,0,-0.99502486,0.0,Ingredient,Hashtag,Beverage,Canada,8.834928
Angostura Bitters,Tonic Water,tonic,last 3 month,0.0,-1.0423371,0,-0.99502486,0.0,Ingredient,Ingredient,Beverage,Canada,8.834928
Cinnamon,Orange,tonic,last 6 month,0.0,-0.98876655,0,-0.99667776,0.0,Ingredient,Ingredient,Beverage,Canada,
Cinnamon,Tonic,tonic,last 6 month,0.0,-0.98876655,0,-0.99667776,0.0,Ingredient,Ingredient,Beverage,Canada,
Cranberry,@ChairmansUK,tonic,last 6 month,0.8832,88.32,3,300.0,0.0,Ingredient,Hashtag,Beverage,Canada,8.589969
Fever Tree,Angostura Bitters,tonic,last 6 month,0.0,-1.0423371,0,-0.99502486,0.0,Brand,Ingredient,Beverage,Canada,8.834928
Gin,#BunsOut,tonic,last year,0.5267,52.670002,2,200.0,0.0,Ingredient,Hashtag,Beverage,Canada,8.834928
Gin,#portlandbars,tonic,last year,0.0,-1.0423371,0,-0.99502486,0.0,Ingredient,Hashtag,Beverage,Canada,8.834928
Gin,Tonic,tonic,last 6 month,-0.31385,-1.5367268,4,-0.42796007,0.0,Ingredient,Ingredient,Beverage,Canada,8.589969
Tonic,#developerlife,tonic,last month,0.6369,63.690002,2,200.0,0.0,Ingredient,Hashtag,Beverage,Canada,8.834928
Tonic,#scicomm,tonic,last year,0.4926,49.26,3,300.0,0.0,Ingredient,Hashtag,Beverage,Canada,7.6868787
Tonic,Stick,tonic,last year,0.0,-0.98876655,0,-0.99667776,0.0,Ingredient,Motivation,Beverage,Canada,
#Drinks,Cherry Coke,ginger ale,last year,0.7184,71.84,2,200.0,0.0,Hashtag,Ingredient,Beverage,Canada,8.834928
#drum,#djent,ginger ale,last year,0.5067,50.67,2,200.0,0.0,Hashtag,Hashtag,Beverage,Canada,8.834928
#familyfun,Wine,ginger ale,last year,0.0,-0.9838788,0,-0.99502486,0.0,Hashtag,Ingredient,Beverage,Canada,8.834928
#imnotchubby,#golfgalaxy,ginger ale,last year,0.0,-0.97732425,0,-0.99502486,0.0,Hashtag,Hashtag,Beverage,Canada,8.834928
#jazz,#drummer,ginger ale,last year,0.5067,50.67,2,200.0,0.0,Hashtag,Hashtag,Beverage,Canada,8.834928
#lightingdesign,#homedecor,ginger ale,last year,0.7263,72.63,3,300.0,0.0,Hashtag,Hashtag,Beverage,Canada,7.6868787
@Wendys,Coke,ginger ale,last 6 month,0.0,-0.9897162,0,-0.99502486,0.0,Hashtag,Ingredient,Beverage,Canada,8.834928
Blood,#Drinks,ginger ale,last year,0.7184,71.84,2,200.0,0.0,Ingredient,Hashtag,Beverage,Canada,8.834928
Blood,Vanilla,ginger ale,last year,0.7184,71.84,2,200.0,0.0,Ingredient,Ingredient,Beverage,Canada,8.834928
Cherry,#Drinks,ginger ale,last year,0.7184,71.84,2,200.0,0.0,Ingredient,Hashtag,Beverage,Canada,8.834928
Coke,#food,ginger ale,last year,0.0,-0.9838788,0,-0.99502486,0.0,Ingredient,Hashtag,Beverage,Canada,8.834928
Coke,Cola,ginger ale,last 6 month,0.0,-0.90966576,0,-0.99502486,0.0,Ingredient,Ingredient,Beverage,Canada,8.834928
Coke,Cola,ginger ale,last year,0.0,-0.90966576,0,-0.99502486,0.0,Ingredient,Ingredient,Beverage,Canada,8.834928
Coke,Pimento,ginger ale,last 6 month,0.0,-0.90966576,0,-0.99502486,0.0,Ingredient,Ingredient,Beverage,Canada,8.834928
Coke,Sack,ginger ale,last year,0.0,-0.97682506,0,-0.99502486,0.0,Ingredient,Ingredient,Beverage,Canada,8.834928
Human,Biotech,ginger ale,last year,0.0,0.0,0,-0.99502486,0.0,Motivation,Brand,Beverage,Canada,8.834928
Jack,@ETEAKI_T,ginger ale,last year,0.636,63.6,3,300.0,0.0,Ingredient,Hashtag,Beverage,Canada,8.589969
Sole,@nypost,ginger ale,last 6 month,0.0,-0.97306037,0,-0.99502486,0.0,Ingredient,Hashtag,Beverage,Canada,8.834928
Wine,Beer,ginger ale,last year,0.0,-0.9838788,0,-0.99502486,0.0,Ingredient,Ingredient,Beverage,Canada,8.834928
#0calories,#Relax,soda,last year,0.4404,44.04,3,300.0,0.0,Hashtag,Hashtag,Beverage,Canada,7.6868787
#Obesity,@readersdigest,soda,last year,0.0,-1.0379939,0,-0.99502486,0.0,Hashtag,Hashtag,Beverage,Canada,8.834928
#fizzyfriday,#delicious,soda,last year,0.0,-0.97927034,0,-0.99502486,0.0,Hashtag,Hashtag,Beverage,Canada,8.834928
#giveaway,#win,soda,last 6 month,0.68,68.0,3,300.0,0.0,Hashtag,Hashtag,Beverage,Canada,8.589969
#isolationnation,#stayinnandbeoutout,soda,last 6 month,0.296,29.6,4,400.0,0.0,Hashtag,Hashtag,Beverage,Canada,8.589969
#lemonade,Fresh Lime,soda,last year,0.0,-0.98968965,0,-0.99502486,0.0,Hashtag,Ingredient,Beverage,Canada,8.834928
#lemonade,Fresh Mint,soda,last year,0.0,-0.98968965,0,-0.99502486,0.0,Hashtag,Ingredient,Beverage,Canada,8.834928
#sparklingwater,#delicious,soda,last year,0.0,-0.97927034,0,-0.99502486,0.0,Hashtag,Hashtag,Beverage,Canada,8.834928
#stayinnandbeoutout,#NOTANAD,soda,last 3 month,0.296,29.6,4,400.0,0.0,Hashtag,Hashtag,Beverage,Canada,8.589969
#whynot,#sparklingwater,soda,last year,0.0,-0.97927034,0,-0.99502486,0.0,Hashtag,Hashtag,Beverage,Canada,8.834928
@redbubble,Soda,soda,last year,0.0,0.0,0,-0.99502486,0.0,Hashtag,Ingredient,Beverage,Canada,8.834928
Fresh Mint,Sparkling Water,soda,last year,0.0,-0.98968965,0,-0.99502486,0.0,Ingredient,Ingredient,Beverage,Canada,8.834928
Juice,Soda,soda,last 6 month,0.3612,36.12,3,300.0,0.0,Ingredient,Ingredient,Beverage,Canada,8.589969
Lime,Sparkling Water,soda,last 6 month,0.296,29.6,4,400.0,0.0,Ingredient,Ingredient,Beverage,Canada,8.589969
Mustard,Veggies,soda,last 6 month,0.8743,87.43,2,200.0,0.0,Ingredient,Ingredient,Beverage,Canada,8.834928
Seltzer,Water,soda,last 3 month,-0.6705,-67.049995,2,200.0,0.0,Ingredient,Ingredient,Beverage,Canada,8.834928
Shake,Flat,soda,last 6 month,-0.6705,-67.049995,2,200.0,0.0,Motivation,Motivation,Beverage,Canada,8.834928
Sparkling Water,Tomato,soda,last 6 month,0.8743,87.43,2,200.0,0.0,Ingredient,Ingredient,Beverage,Canada,8.834928
Veggies,Tomato,soda,last 6 month,0.8743,87.43,2,200.0,0.0,Ingredient,Ingredient,Beverage,Canada,8.834928
Vodka,Lime,soda,last 6 month,0.296,29.6,4,400.0,0.0,Ingredient,Ingredient,Beverage,Canada,8.589969
Water,#WorldWaterDay2019,soda,last year,0.0,-0.986969,0,-0.99502486,0.0,Ingredient,Hashtag,Beverage,Canada,8.834928
#Ginvent,@GinFoundry,tonic,last 6 month,0.0,-0.98876655,0,-0.99667776,0.0,Hashtag,Hashtag,Beverage,Canada,
#RealColumbiaSC,@drjoshsc,tonic,last 6 month,0.0,-0.9807914,0,-0.99502486,0.0,Hashtag,Hashtag,Beverage,Canada,8.834928
#SimplyAmazing,Tonic Water,tonic,last year,0.5859,58.59,2,200.0,0.0,Hashtag,Ingredient,Beverage,Canada,8.834928
#bluehenntonic,#spanishgin,tonic,last 3 month,0.0,0.0,0,-0.99502486,0.0,Hashtag,Hashtag,Beverage,Canada,8.834928
#craftcocktails,#portlandbars,tonic,last year,0.0,-1.0423371,0,-0.99502486,0.0,Hashtag,Hashtag,Beverage,Canada,8.834928
#fevertree,#rosemary,tonic,last 6 month,0.0,-1.0423371,0,-0.99502486,0.0,Hashtag,Hashtag,Beverage,Canada,8.834928
#tiqaportland,#rosemary,tonic,last year,0.0,-1.0423371,0,-0.99502486,0.0,Hashtag,Hashtag,Beverage,Canada,8.834928
@EpicFoundSA,@altamc,tonic,last year,0.5267,52.670002,2,200.0,0.0,Hashtag,Hashtag,Beverage,Canada,8.834928
Gin,#RapeSurvivors,tonic,last year,0.5267,52.670002,2,200.0,0.0,Ingredient,Hashtag,Beverage,Canada,8.834928
Gin,@CAEAirport,tonic,last year,0.0,-0.9807914,0,-0.99502486,0.0,Ingredient,Hashtag,Beverage,Canada,8.834928
Gin,@altamc,tonic,last year,0.5267,52.670002,2,200.0,0.0,Ingredient,Hashtag,Beverage,Canada,8.834928
Ice,Large,tonic,last month,0.0,0.0,2,200.0,0.0,Ingredient,Ingredient,Beverage,Canada,8.834928
Tonic,Ice,tonic,last year,0.0,0.0,2,200.0,0.0,Ingredient,Ingredient,Beverage,Canada,8.834928
Tonic,Large,tonic,last year,0.0,0.0,2,200.0,0.0,Ingredient,Ingredient,Beverage,Canada,8.834928
Tonic Water,Coffee,tonic,last 3 month,0.5859,58.59,2,200.0,0.0,Ingredient,Ingredient,Beverage,Canada,8.834928
#DreBanksWorld,Coke,ginger ale,last year,0.802,80.2,2,200.0,0.0,Hashtag,Ingredient,Beverage,Canada,8.834928
#djent,#drummer,ginger ale,last year,0.5067,50.67,2,200.0,0.0,Hashtag,Hashtag,Beverage,Canada,8.834928
#golf,Diet Coke,ginger ale,last year,0.0,-0.97732425,0,-0.99502486,0.0,Hashtag,Brand,Beverage,Canada,8.834928
#groove,#latenightshow,ginger ale,last year,0.5067,50.67,2,200.0,0.0,Hashtag,Hashtag,Beverage,Canada,8.834928
#latenightshow,#rock,ginger ale,last year,0.5067,50.67,2,200.0,0.0,Hashtag,Hashtag,Beverage,Canada,8.834928
#minigolf,#food,ginger ale,last year,0.0,-0.9838788,0,-0.99502486,0.0,Hashtag,Hashtag,Beverage,Canada,8.834928
#pop,#drummer,ginger ale,last year,0.5067,50.67,2,200.0,0.0,Hashtag,Hashtag,Beverage,Canada,8.834928
#rock,@8gband,ginger ale,last year,0.5067,50.67,2,200.0,0.0,Hashtag,Hashtag,Beverage,Canada,8.834928
Cherry,Coca Cola,ginger ale,last year,0.7184,71.84,2,200.0,0.0,Ingredient,Brand,Beverage,Canada,8.834928
Cold,Lime,ginger ale,last 6 month,0.0,-0.9879169,0,-0.99502486,0.0,Ingredient,Ingredient,Beverage,Canada,8.834928
Diet Coke,#golfgalaxy,ginger ale,last year,0.0,-0.97732425,0,-0.99502486,0.0,Brand,Hashtag,Beverage,Canada,8.834928
Ginger Ale,Cranberry Juice,ginger ale,last month,0.0,-1.1488096,0,-0.99502486,0.0,Ingredient,Ingredient,Beverage,Canada,8.834928
Ginger Ale,Ginger,ginger ale,last year,0.0,-1.0324465,0,-0.99502486,0.0,Ingredient,Ingredient,Beverage,Canada,
Grapes,Coke,ginger ale,last 6 month,0.0,-0.98454165,0,-0.99502486,0.0,Ingredient,Ingredient,Beverage,Canada,8.834928
Human,Flavoring,ginger ale,last year,0.0,0.0,0,-0.99502486,0.0,Motivation,Ingredient,Beverage,Canada,8.834928
Jack,Coke,ginger ale,last 6 month,0.636,63.6,3,300.0,0.0,Ingredient,Ingredient,Beverage,Canada,8.589969
Tuna,Coke,ginger ale,last year,-0.4019,-40.19,3,300.0,0.0,Ingredient,Ingredient,Beverage,Canada,8.589969
Vodka,Coke,ginger ale,last year,0.0,0.0,0,-0.99502486,0.0,Ingredient,Ingredient,Beverage,Canada,8.834928
#NATURAL,#Klarbrunn4Life,soda,last year,0.4404,44.04,3,300.0,0.0,Hashtag,Hashtag,Beverage,Canada,7.6868787
#WorldWaterDay2019,#RefreshingByNature,soda,last 6 month,0.0,-0.986969,0,-0.99502486,0.0,Hashtag,Hashtag,Beverage,Canada,8.834928
#beverage,Garnish,soda,last year,0.0,-0.98968965,0,-0.99502486,0.0,Hashtag,Ingredient,Beverage,Canada,8.834928
#humanhappiness,Toasted,soda,last year,0.937,93.7,2,200.0,0.0,Hashtag,Ingredient,Beverage,Canada,8.834928
#isolationnation,Sparkling Water,soda,last 3 month,0.296,29.6,4,400.0,0.0,Hashtag,Ingredient,Beverage,Canada,8.589969
#stayinnandbeoutout,Lime,soda,last 3 month,0.296,29.6,4,400.0,0.0,Hashtag,Ingredient,Beverage,Canada,8.589969
